date	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
1988-02-16	0.776373944	1.093058332	0.891384205	0.715	0.967301253	0.908614783	1.092527236	0.9902852	1.041492999	0.872280405	0.979049807	0.99	0.545541126	0.990413305	0.99	0.99	0.915442213	0.868713603	0.866244908	0.134840526	0.84208222	0	0.884184254	0.869707772	0.905447632	0.795188357	0.657759131	0	0	0	0.822194058	0.361189779	0.639522578	0.418	0.322244167	0.663034401	0.494596139	0.700746644	0.418	0.418	0.553848628	0.663230387	0.526875478	0.418	0.681596055	0.66	0
1988-02-17	21.29990165	22.38576776	20.67974494	21.252	21.80422422	20.83579897	21.36291356	21.85594476	20.76816841	18.72191447	20.79411825	21.857	17.42055928	21.85547077	21.857	21.857	19.59129017	17.69294128	15.98764399	13.26459384	16.44061331	12.76	16.86459896	17.57317269	17.81474504	14.56001392	15.14590966	12.76	12.76	12.76	14.89763292	13.26952335	15.15236771	12.771	12.86741472	13.01546456	13.15143921	15.81052642	12.771	12.771	14.23137282	13.2349802	13.94141139	12.771	13.23240389	12.98	0
1988-02-18	49.23925574	51.42298004	47.53872132	49.214	50.15564779	47.87919845	48.86513331	50.24491984	47.53431743	42.94765586	47.72261049	50.248	37.6430085	50.24353631	50.248	50.248	44.74870727	40.41564155	36.4694972	25.21659146	37.58221308	23.1	38.5296455	39.80807045	40.61274878	33.20644801	33.63800172	23.1	23.1	23.1	33.95917936	27.25810324	33.37161332	27.071	26.32244167	29.77870477	28.34080607	35.11296704	27.071	27.071	30.93484861	30.08630683	30.16766985	27.071	30.26014768	29.7	0
1988-02-19	42.39191722	44.30825723	40.96147722	42.361	43.23310036	41.26723107	42.18215022	43.31549024	41.03584274	37.08511232	41.16901378	43.318	31.73343209	43.31436292	43.318	43.318	38.54537944	35.09531561	31.53201237	20.17572613	32.47972384	18.04	33.29298223	35.07975725	35.34750258	28.69708585	30.75073085	18.04	18.04	18.04	29.35483888	22.57709727	30.99704709	26.95	21.74580792	25.69884297	27.34935167	32.11556369	26.95	26.95	29.4318501	26.26807453	28.93907124	26.95	26.1199605	25.63	0
1988-02-20	2.81094255	3.158660978	2.894167445	2.75	2.992036004	2.908057013	3.063904816	3.01417112	2.95398492	2.581055839	2.891848135	3.014	3.029875924	3.014247983	3.014	3.014	2.776913674	2.522221229	2.272433111	3.138728973	2.310568514	3.3	2.384619924	2.633777892	2.591359265	2.106579625	2.352017086	3.3	3.3	3.3	2.15528156	2.651653026	2.453442181	2.266	2.601804305	1.875310202	2.238989286	2.50524716	2.266	2.266	2.380948855	1.943614399	2.358125405	2.266	1.907793096	1.87	0
1988-02-21	3.195511157	3.574263624	3.246950685	3.135	3.366770756	3.257210437	3.393904816	3.38805704	3.28398492	2.911647388	3.247330515	3.388	2.651472153	3.388082661	3.388	3.388	3.067611535	2.821594919	2.588025363	1.89243964	2.623798267	1.76	2.707851149	2.863808909	2.882130493	2.377275259	2.444600908	1.76	1.76	1.76	2.436825311	1.996286425	2.480144412	2.101	1.921122083	2.096448102	2.160540937	2.584931756	2.101	2.101	2.333510164	2.140423611	2.287344568	2.101	2.135891617	2.09	0
1988-02-22	0.776373944	1.093058332	0.891384205	0.715	0.967301253	0.908614783	1.092527236	0.9902852	1.041492999	0.872280405	0.979049807	0.99	0.545541126	0.990413305	0.99	0.99	0.915442213	0.877785481	0.866244908	0.134840526	0.84208222	0	0.884184254	0.903030767	0.918523889	0.795188357	0.736029733	0	0	0	0.822194058	0.361189779	0.740621834	0.583	0.322244167	0.663034401	0.627169168	0.784185112	0.583	0.583	0.679661526	0.676913855	0.66046909	0.583	0.681596055	0.66	0
1988-02-23	14.90137566	15.77419112	14.48196986	14.85	15.30207349	14.59289179	15.0084934	15.344287	14.58844237	13.14515345	14.60439025	15.345	11.55327675	15.34396674	15.345	15.345	13.71459153	12.4264868	11.26840641	7.891025529	11.57190532	7.26	11.87727708	12.31275339	12.51437702	10.26220249	10.53654667	7.26	7.26	7.26	10.5035158	8.473293458	10.50618062	8.734	8.17302514	9.155413108	9.055006098	10.99597315	8.734	8.734	9.820789072	9.292292763	9.605003825	8.734	9.310866961	9.13	0
1988-02-24	3.699755091	4.11650015	3.713636456	3.641	3.913061979	3.742467782	3.941605504	3.93805704	3.815982766	3.389653777	3.775912187	3.938	3.51593772	3.938082661	3.938	3.938	3.606018041	3.28900601	3.01427027	3.250417337	3.054296486	3.3	3.152035402	3.386038018	3.356311664	2.757970893	3.078886003	3.3	3.3	3.3	2.828369062	2.949788533	3.169522578	2.948	2.870341111	2.427586002	2.916825145	3.230746644	2.948	2.948	3.083848649	2.522035778	3.056875478	2.948	2.473990138	2.42	0
1988-02-25	9.932849681	10.60730748	9.714194778	9.878	10.29055204	9.805564225	10.18631307	10.32874332	9.887959069	8.864639716	9.850710351	10.329	8.081589267	10.32862803	10.329	10.329	9.271059877	8.416277306	7.623399071	6.01672672	7.816572924	5.72	8.027531778	8.414289195	8.49969661	6.945782325	7.293167776	5.72	5.72	5.72	7.11248618	6.137149716	7.335012393	6.27	5.934829445	6.177637456	6.417157148	7.629358865	6.27	6.27	6.923118441	6.304550497	6.793439799	6.27	6.28552707	6.16	0
